Locus,Name,LocusName,MedianSputumEffect,MedianSputumP,sp1.Est,sp2.Est,sp3.Est,sp4.Est,sp5.Est,sp6.Est,sp1.FDR,sp2.FDR,sp3.FDR,sp4.FDR,sp5.FDR,sp6.FDR,sp1.P,sp2.P,sp3.P,sp4.P,sp5.P,sp6.P
PA0992,cupC1,cupC1,-1.172372258,0.016947504,-0.690232361,-1.876711952,-0.867367917,-0.951212541,-1.393531975,-3.307587764,0.279676399,2.20E-05,0.296653917,0.062440588,0.006181554,0.000204721,0.168650071,5.50E-06,0.186124562,0.032031211,0.001863796,1.90E-05
PA0502,,PA0502,-1.172404007,0.008325279,-1.343424463,-0.476207174,-0.904023774,-1.522041069,-1.563553663,-1.001383551,0.000217191,0.105990203,0.070075655,6.92E-07,6.34E-07,0.038066759,3.67E-05,0.065588181,0.029761861,9.04E-08,4.00E-08,0.01661389
PA0240,,PA0240,-1.174906461,0.020869612,-1.012479754,-1.385481174,-1.653032052,-1.337333169,-0.33807203,0.891350869,0.071708563,0.000780079,0.028777388,0.003768886,0.520108391,0.1733748,0.031638352,0.00027504,0.010100873,0.001297745,0.407835081,0.105339339
PA0441,dht,dht,-1.175925031,2.44E-06,-1.410832162,-1.432693502,1.701705886,-1.339889364,-1.011960698,-0.296965065,3.38E-05,3.09E-08,6.67E-06,3.09E-06,0.000622653,0.537974282,4.24E-06,4.26E-09,6.43E-07,4.86E-07,0.000125776,0.429019855
PA2800,vacJ,vacJ,-1.17632024,0.002398359,-1.648095911,-1.230993437,-0.323328143,-0.426280887,-1.121647043,-2.996046274,0.001444239,0.00164044,0.677386249,0.371643016,0.012193631,9.55E-05,0.00033001,0.000625889,0.561952404,0.271264181,0.00417083,6.92E-06
PA5060,phaF,phaF,-1.178107286,0.086640496,-0.904555474,-1.451659097,-1.869169689,-0.390996552,-0.639422876,-2.633132597,0.246755923,0.008516591,0.069806048,0.575891036,0.340302949,0.011218756,0.143731644,0.00381793,0.029549348,0.468151506,0.236623427,0.003610951
PA1347,,PA1347,-1.178169107,0.022877699,-1.382718613,-1.561831732,-0.985213599,-1.371124615,-0.783983417,0.3943624,0.007585985,6.18E-05,0.17113251,0.001719511,0.08548399,0.565798889,0.002263281,1.68E-05,0.090041289,0.000532632,0.043492118,0.457762878
PA1464,,PA1464,-1.178343641,0.007149817,-0.793606545,-1.466944714,-1.332528232,-1.02415905,-0.888129188,-1.846993401,0.096337255,2.23E-05,0.033965221,0.008844815,0.027630586,0.003406432,0.045176052,5.58E-06,0.012386755,0.003418091,0.010881543,0.00080988
PA1115,,PA1115,-1.178491008,0.007532034,-1.119101555,-1.237880461,-1.820752011,-0.695395704,-0.977012474,-1.685173992,0.028413008,0.001162978,0.008804501,0.117794668,0.026680717,0.013686182,0.010631192,0.000430453,0.002455381,0.067001144,0.010409132,0.004654935
PA3705,wspD,wspD,-1.18110073,5.72E-05,-1.149480633,-1.089999669,-1.86223975,-1.519724323,-1.212720826,-1.04867323,0.002570626,0.000181352,0.000363003,2.17E-06,0.000227215,0.038120522,0.000648296,5.47E-05,5.96E-05,3.23E-07,3.85E-05,0.016645114
PA4503,dppB,dppB,-1.1842753,0.000119406,-0.934188373,-1.424463094,-1.289127617,-1.079422983,-1.043281425,-1.932061818,0.009209726,1.32E-07,0.007522471,0.000351163,0.000717148,0.000120245,0.002854401,2.05E-08,0.002035741,8.98E-05,0.000149018,9.39E-06
PA1259,lhpH,lhpH,-1.185423238,0.006774317,-0.962318576,-1.541652415,-1.852914321,-1.408527901,-0.178533161,1.821991722,0.134834689,0.000858834,0.030910285,0.006746041,0.780949845,0.007744015,0.067535662,0.00030525,0.011033963,0.00251467,0.695980524,0.002242912
PA2236,pslF,pslF,-1.186680208,0.013929155,-1.361041564,-0.398853087,-2.665701464,-1.878944334,-1.012318851,-0.181418887,0.020598598,0.409735356,0.001341087,0.000120157,0.046515807,0.834235637,0.007269881,0.32207874,0.000265283,2.74E-05,0.020588428,0.769080912
PA5349,rubB,rubB,-1.188381455,0.000242021,-1.032985991,-1.655646932,0.764403933,-1.121303193,-1.255459717,-1.591989028,0.006084918,5.24E-09,0.105023382,0.00041731,0.000102743,0.001868314,0.001765246,6.12E-10,0.048932872,0.000107953,1.53E-05,0.000376089
PA0637,,PA0637,-1.189358008,0.128972647,-0.829903343,0.88179496,-1.260974482,-1.846923161,-2.358976542,-1.117741533,0.32743954,0.160382931,0.254637843,0.005317279,0.000488971,0.289009708,0.206244385,0.106762453,0.15118284,0.001915826,9.47E-05,0.197812893
PA2475,,PA2475,-1.189539518,0.004613663,-1.714182699,-2.176947261,0.434048798,-1.507548971,-0.871530065,-0.460899367,9.87E-05,5.49E-11,0.472243095,4.47E-05,0.024068536,0.446212975,1.47E-05,4.52E-12,0.34369816,9.22E-06,0.009212614,0.339475824
PA1501,,PA1501,-1.190554245,0.002021365,-0.6800997,-1.433465095,-1.906962156,-1.401460931,-0.966099402,-0.979647559,0.140218633,1.37E-05,0.001551811,0.00013877,0.01111367,0.0915001,0.070601484,3.32E-06,0.000313467,3.21E-05,0.003729262,0.048030326
PA0325,,PA0325,-1.192896954,0.024086676,-0.959560203,-1.564253707,-1.525466344,-1.426233705,-0.599161049,0.378179671,0.077790077,8.27E-05,0.036022513,0.001361764,0.210131364,0.593757267,0.034840344,2.32E-05,0.013333008,0.00040939,0.130364053,0.488198104
PA2825,ospR,ospR,-1.19332777,0.031085823,-0.962960614,-1.429274849,-2.203500116,-1.024336844,-0.775338069,-1.362318695,0.113768427,0.001186643,0.007396904,0.041732568,0.135804175,0.082218739,0.054827676,0.000440462,0.001992672,0.019980071,0.076572544,0.042191575
PA3115,fimV,fimV,-1.19380849,0.002141918,-0.901852047,-0.583896598,-2.087649087,-1.077750719,-1.309866261,-2.353589154,0.074677088,0.136190413,0.00218708,0.00972785,0.001922595,0.000752624,0.033170886,0.088102813,0.000468276,0.003815166,0.000468671,0.000107253
PA4223,,PA4223,-1.193998242,0.153078954,-1.043493624,-1.296451603,-2.72116031,-1.091544881,-0.909535294,-1.569287322,0.337253403,0.092381343,0.065050608,0.216704528,0.316064443,0.253505564,0.214852554,0.055691455,0.027068268,0.138207135,0.215110198,0.167950773
PA3198,,PA3198,-1.194379029,0.000674029,-1.11983942,-1.076015917,-3.930219025,-1.947242528,-1.268918639,-0.940879391,0.017306784,0.002458984,2.06E-08,6.76E-07,0.001577679,0.129538071,0.005910671,0.000977034,1.13E-09,8.81E-08,0.000371023,0.073498874
PA2884,,PA2884,-1.195753605,0.000259956,-1.342711416,-1.216530739,-1.017767206,-1.001073076,-1.17497647,-1.417153509,0.000287224,1.60E-05,0.044295573,0.001535782,0.000244331,0.004685281,5.07E-05,3.92E-06,0.017063668,0.000469252,4.22E-05,0.001207089
PA2580,,PA2580,-1.19593504,0.000587085,-1.19875144,-1.492593777,0.097816931,-0.08649395,-1.193118641,-1.918646905,0.003743867,1.78E-06,0.89051056,0.847123678,0.000815203,0.000859951,0.001001343,3.48E-07,0.824089537,0.782452074,0.000172826,0.00012927
PA2059,sppB,sppB,-1.198498787,0.04547118,-1.350207298,-2.004208113,-1.293130209,-1.103867366,-0.45054765,0.912267582,0.034772124,2.19E-05,0.142032061,0.04104881,0.446558779,0.227063124,0.013504863,5.47E-06,0.071340077,0.019602284,0.335193383,0.146606745
PA2885,atuR,atuR,-1.199484631,0.00119256,-1.095886325,-1.303082938,-0.39682151,-0.742141326,-1.899695887,-1.550962041,0.005379993,1.16E-05,0.48642172,0.029467611,1.88E-08,0.003588366,0.001517313,2.77E-06,0.358285707,0.013404712,7.61E-10,0.000867808
PA0629,,PA0629,-1.200791657,0.034230248,-0.603166917,1.204586915,-3.054647125,-0.980921798,-1.960982112,-1.420661515,0.426623919,0.026469337,0.002295443,0.099450229,0.000859193,0.123720434,0.293874848,0.013569135,0.000493895,0.05489136,0.000183811,0.069264336
PA2367,hcp3,hcp3,-1.201903429,0.025298239,-1.190144695,-1.213662162,-1.612928677,-2.012420427,-0.27292683,1.178760251,0.059438649,0.009895947,0.061170579,0.000116642,0.652098045,0.098647152,0.025411118,0.004527682,0.02518536,2.65E-05,0.550930149,0.052526406
PA4739,,PA4739,-1.206130855,0.13380774,-1.533884555,-1.293671102,1.382050506,-0.51234184,-1.118590607,-3.265103455,0.18875371,0.126630613,0.300691643,0.626387855,0.254342105,0.043229749,0.10259218,0.080827578,0.189766084,0.520853923,0.1650233,0.019338826
PA2339,,PA2339,-1.207885306,0.057615581,-1.174598118,-1.542695235,-1.321127941,-1.241172494,-0.072637482,1.122125014,0.082955226,0.001812096,0.152016831,0.026939475,0.92500105,0.143508559,0.037648686,0.000699333,0.077582475,0.012076536,0.881155147,0.083667152
PA4224,pchG,pchG,-1.209730664,0.195042939,-1.15145965,-1.268001677,-1.367614146,-0.986095446,-0.990375068,-2.18001121,0.31021406,0.116682633,0.364546625,0.291253617,0.294734881,0.13699864,0.192595921,0.073474428,0.244140035,0.199399852,0.197489957,0.078958149
PA3182,pgl,pgl,-1.214256355,0.119636577,-1.211652538,-2.321873503,-2.230413806,1.400968062,1.595082737,-1.216860171,0.362798727,0.011575856,0.214055214,0.18994582,0.135860121,0.473386614,0.236666,0.00538771,0.121265397,0.118007757,0.076656772,0.364967953
PA1876,,PA1876,-1.214767337,0.002424474,-1.368116947,-2.00370774,-1.001613399,-1.665642795,-1.061417726,-0.07170404,0.004422051,2.76E-08,0.132642492,3.51E-05,0.010867177,0.928614362,0.001217655,3.76E-09,0.06529698,7.03E-06,0.003631292,0.888686226
PA1465,,PA1465,-1.2148839,0.015641356,-0.963835571,-1.521725269,-0.936891668,-1.365422888,-1.064344912,-3.493300138,0.152229784,0.001557528,0.298735877,0.011756713,0.057238191,0.000332309,0.078011753,0.000592888,0.187902665,0.004722905,0.026559806,3.57E-05
PA4624,cdrB,cdrB,-1.215469965,0.055904231,-1.543961999,-1.922294466,-0.886977932,-1.756161832,-0.625836514,-0.672494356,0.003177538,9.47E-07,0.224931669,6.22E-05,0.183231242,0.341556064,0.000834257,1.76E-07,0.129184005,1.33E-05,0.110974204,0.243009526
PA4343,,PA4343,-1.215638582,0.085895162,-1.402534494,-1.53194273,-1.45405431,-1.028742669,1.424510172,3.021286157,0.200095938,0.051365313,0.325039296,0.261605178,0.113421797,0.005926211,0.110302096,0.028639452,0.210893345,0.174235109,0.061488229,0.00162456
PA3037,,PA3037,-1.217093327,0.058635519,-1.049165849,-1.385020806,-2.055447353,-1.477670259,-0.06773562,0.790457674,0.180378011,0.014001564,0.051433984,0.019212388,0.938568135,0.389070583,0.096951996,0.00665922,0.020319042,0.008264226,0.901341669,0.285691702
PA3121,leuC,leuC,-1.217390392,0.14968775,-1.05410313,-1.428687947,-1.380677654,0.037733347,0.722107401,-2.321988003,0.249514302,0.02804687,0.257641593,0.972984065,0.356203242,0.052409221,0.145776257,0.014465695,0.153599244,0.951980723,0.251555255,0.024383441
PA1732,,PA1732,-1.217676708,0.043237721,-1.375133463,-1.431523411,-1.882824739,-1.060219954,-0.954523631,-0.870594888,0.071722428,0.010716282,0.072471704,0.099381216,0.145345338,0.388515387,0.031657056,0.004934982,0.030963145,0.054818386,0.083131003,0.285147657
PA1415,,PA1415,-1.218048159,0.002382158,-2.758689581,-0.944094336,-0.991401532,-0.104696265,-1.444694785,-2.14721083,1.80E-08,0.009911626,0.133304501,0.838227288,0.000408738,0.00128764,8.51E-10,0.004538335,0.065646267,0.769917278,7.63E-05,0.000225981
PA2457,,PA2457,-1.218433175,2.37E-05,-1.443187266,-1.120937467,-1.187262996,-1.173722221,-1.249603354,-1.362148089,7.03E-05,5.53E-05,0.016210533,0.000140324,6.84E-05,0.005345334,9.92E-06,1.49E-05,0.005081083,3.25E-05,9.43E-06,0.001430613
PA4796,,PA4796,-1.218518172,0.006728095,-1.12200183,-1.315034514,-1.879903978,-1.489145021,-0.63401718,-0.116208654,0.030019277,0.000658307,0.007786859,0.000537828,0.166459739,0.883134937,0.011327035,0.000227022,0.002129155,0.000143377,0.09830879,0.830438223
PA5398,dgcA,dgcA,-1.220762757,0.032100039,-1.32595405,-1.115571465,-1.402659379,-1.420779484,-0.196652733,0.988616347,0.036332773,0.019275584,0.106965281,0.006968409,0.758504182,0.181268893,0.014238211,0.009532923,0.049961867,0.002620797,0.670646555,0.111444173
PA3323,,PA3323,-1.222371634,0.102584581,-1.345719239,-1.7127147,-1.123921427,-1.32082184,-0.549592055,0.968562241,0.07569059,0.001913891,0.278513926,0.035538916,0.422080838,0.27173819,0.033700777,0.000743656,0.171468384,0.016621834,0.311264247,0.182891534
PA2769,,PA2769,-1.223075839,0.001746533,-1.157166257,-1.26326956,0.228099586,-1.182882119,-1.270560224,-2.626936904,0.025702716,0.001112535,0.770232142,0.006435422,0.003993042,0.00040272,0.009396061,0.000408658,0.67003068,0.002377424,0.001115641,4.63E-05
PA5487,,PA5487,-1.224719815,0.025556684,-0.033581848,-0.341880873,-4.264921891,-1.598768095,-0.978430167,-1.471009464,0.972765626,0.48312218,1.33E-06,0.000961571,0.052514589,0.05772241,0.94421425,0.392059839,1.08E-07,0.000275578,0.023842619,0.027270749
PA2098,,PA2098,-1.2256485,0.016218992,-1.577910771,-1.801737164,-0.711674533,-1.609941257,-0.873386229,0.372631339,0.003534424,8.73E-06,0.349698068,0.000395938,0.065718411,0.608470838,0.000939743,2.02E-06,0.231986433,0.000102077,0.031498242,0.503392687
PA2566.1,,PA2566.1,-1.226452951,0.04233966,-1.674618157,-2.688056099,-0.418065687,-1.35665964,-1.096246262,-0.408889833,0.037072884,2.91E-05,0.719001074,0.050893349,0.110588971,0.701242347,0.014626157,7.45E-06,0.611870166,0.025017948,0.059661372,0.608202822
PA2578,,PA2578,-1.227106319,0.001019277,-1.647192382,-1.070138672,-3.069173563,-1.260051775,-1.183781075,-1.194160862,0.000701315,0.003873347,1.30E-05,0.002142554,0.004708669,0.064410358,0.000139697,0.001600865,1.38E-06,0.00068661,0.001351945,0.03112023
PA5210,,PA5210,-1.227510631,0.000873762,-1.319568805,-1.208121093,1.715514077,-0.442524151,-1.246900168,-1.437482203,0.004647612,0.000621507,0.000999896,0.301122616,0.001892792,0.021360148,0.001287922,0.000212696,0.000187064,0.207794687,0.000459602,0.008153444
PA4315,mvaT,mvaT,-1.227527746,0.081814056,-2.41699,-1.705854329,1.131501692,0.310547769,-0.749201163,-3.096293692,0.004220095,0.005831592,0.265852242,0.703832554,0.318151932,0.009991699,0.001155379,0.002513582,0.160547133,0.607006834,0.216754265,0.003080979
PA3825,,PA3825,-1.227992177,8.94E-05,-1.271962666,-1.201783668,-0.952197514,-1.320240189,-1.021685221,-1.254200685,0.000235465,5.31E-06,0.043861478,6.23E-06,0.000676481,0.007062688,4.00E-05,1.17E-06,0.016834864,1.05E-06,0.000138703,0.0019956
PA4738,,PA4738,-1.228598244,0.105948979,-1.304496136,-1.436788024,1.151729404,-1.032576753,-1.152700353,-2.055457928,0.198462126,0.048954273,0.331024428,0.222609257,0.172352717,0.122222138,0.109296973,0.027054581,0.216124876,0.142676203,0.102600986,0.068146671
PA1103,,PA1103,-1.231552421,0.005944729,0.728464277,-0.447947705,-2.118340458,-1.666665912,-0.985746013,-1.47735883,0.121447394,0.237333431,0.001032552,1.91E-05,0.014965503,0.018088711,0.059565478,0.169024055,0.000195529,3.58E-06,0.005284414,0.006605044
PA1287,,PA1287,-1.23250103,0.002963526,-1.179826936,-1.439682721,0.431351545,-1.142431995,-1.285175125,-1.604270888,0.013964102,6.08E-05,0.511384317,0.004666411,0.001740707,0.012761856,0.004610991,1.65E-05,0.383134372,0.001655929,0.000415778,0.004271123
PA4880,,PA4880,-1.237591989,0.168430365,-2.434574085,-2.250888637,-0.926300205,-0.646322339,-0.487500591,-1.548883773,0.002081541,9.75E-05,0.399863739,0.355561754,0.503579693,0.138901976,0.000507051,2.78E-05,0.275679062,0.256527196,0.391162464,0.080333534
PA2815,,PA2815,-1.23781069,0.016079123,-1.439323147,-1.581852569,0.204619323,-0.252980936,-1.036298233,-1.975469643,0.020852697,0.000615028,0.834327266,0.680862851,0.054172569,0.019287653,0.00736322,0.000210188,0.748668886,0.580011983,0.024795026,0.007155861
PA1751,,PA1751,-1.238696212,0.000413778,-0.675992826,-1.204511709,-0.011867802,-1.367066711,-1.272880715,-2.464959502,0.18371586,0.000911471,0.998578339,0.000707134,0.002041469,0.000347773,0.099402597,0.000326325,0.981403773,0.000196013,0.000501231,3.80E-05
PA4148,,PA4148,-1.243399166,0.076391897,-2.139764171,-3.011860734,-2.550114456,-0.347034161,0.782071865,0.375471349,0.003955997,5.57E-08,0.014981148,0.624654907,0.232937438,0.705806054,0.00107266,8.02E-09,0.00463264,0.519303316,0.148151154,0.614019061
PA3662,,PA3662,-1.244240902,0.101384402,-1.221603068,-1.696973244,-1.266878736,-0.23194323,-0.41156632,-2.559180668,0.125345054,0.003074355,0.240974125,0.764721709,0.573617112,0.017782999,0.061770606,0.001243662,0.140998198,0.679767542,0.464390267,0.006452824
PA1404,,PA1404,-1.244267214,0.285166306,-2.199996626,-2.252502232,-0.010201278,0.194406319,-0.458382156,-2.030152271,0.023518191,0.001381011,1,0.842662446,0.609763012,0.11943055,0.008457245,0.000519708,0.991600155,0.776556775,0.504140672,0.06619194
PA4019,ubiX,ubiX,-1.244522411,0.001383941,-1.04331683,-1.293990607,-1.195054214,-1.013583777,-1.335147179,-1.880829138,0.018287548,9.23E-05,0.045779585,0.006487481,0.000385854,0.001827022,0.006306605,2.62E-05,0.01773979,0.002402349,7.16E-05,0.000365533
PA3372,,PA3372,-1.244917467,0.001733911,-1.928073295,-1.736006181,0.966850726,-1.328186393,-1.161648541,-0.164705927,0.000179366,6.15E-06,0.125453117,0.002099182,0.008778425,0.829889862,2.94E-05,1.38E-06,0.060833093,0.000671606,0.002796216,0.763329724
PA4653,cupE6,cupE6,-1.245976767,0.025896002,-1.02184543,-1.470108103,-1.49973098,-1.569640915,-0.550327606,-0.224789621,0.072492109,0.000421811,0.050169891,0.00075205,0.277462428,0.781370436,0.032060392,0.000138654,0.019731612,0.000210516,0.183676427,0.703501478
PA0303,spuG,spuG,-1.246233091,0.002164368,-0.412836841,-0.718219312,-1.840484624,-1.826014038,-1.226198054,-1.266268129,0.327847018,0.015766015,0.000407809,1.29E-08,0.000183007,0.012745067,0.206731192,0.007603547,6.77E-05,1.08E-09,3.01E-05,0.004261031
PA2175,,PA2175,-1.250058835,0.018978956,-2.200512576,-2.191207776,-1.438372314,-0.677816503,-1.061745356,-0.942925823,0.000102646,1.87E-07,0.063217771,0.173404788,0.029518006,0.207090401,1.53E-05,2.99E-08,0.026172468,0.10581501,0.011785445,0.131057913
PA0275,,PA0275,-1.252325355,2.75E-05,-1.249010174,-2.087285968,0.146731689,-1.490078846,-1.255640535,-0.896363049,0.000292777,2.27E-15,0.788331875,3.26E-07,2.55E-05,0.050342611,5.19E-05,8.94E-17,0.692315069,4.01E-08,3.04E-06,0.02323641
PA2075,,PA2075,-1.252919405,0.014139516,-1.324679198,-1.417817532,-1.181159611,-1.403622552,-0.231096466,1.42076853,0.030902278,0.00186564,0.162763423,0.006036462,0.702068226,0.038034505,0.011698177,0.000722289,0.084523863,0.002205671,0.606947716,0.016580855
PA0917,kup,kup,-1.255001053,2.28E-05,-1.218570029,-1.291432077,-0.614195646,-1.354309121,-1.08408003,-1.527209365,0.000170813,1.79E-07,0.176721683,7.73E-07,0.000116679,0.000641031,2.78E-05,2.85E-08,0.093881455,1.02E-07,1.78E-05,8.73E-05
PA0333,,PA0333,-1.255324606,2.21E-06,-1.912877458,-2.04065046,0.561874363,-1.153165978,-1.357483235,-0.914285771,3.38E-09,7.73E-17,0.182519631,2.28E-05,1.05E-06,0.032190364,1.31E-10,2.41E-18,0.097780538,4.35E-06,7.22E-08,0.013530348
PA0475,,PA0475,-1.255412238,0.005462407,-0.969001968,-1.541822507,-1.619911718,-1.564143602,-0.950269612,-0.069870545,0.042075959,1.23E-05,0.011679244,7.10E-05,0.020212151,0.928614362,0.016895366,2.95E-06,0.003440146,1.54E-05,0.007484668,0.888530345
PA0114,senC,senC,-1.255510918,7.14E-05,-1.284141279,-1.226880558,-1.600810167,-1.501407729,-0.667915925,-0.865611254,0.00018625,2.99E-06,0.000634708,2.41E-07,0.029336247,0.058293723,3.08E-05,6.16E-07,0.00011211,2.88E-08,0.011692281,0.027561125
PA5264,,PA5264,-1.257977035,0.004093321,-1.337694596,-1.386575133,-1.178259473,-0.680388332,-1.134645754,-1.696932438,0.008985534,0.000311083,0.094323491,0.131357419,0.010180523,0.014149628,0.002762839,9.87E-05,0.042866958,0.076306258,0.00334753,0.004839113
PA3935,tauD,tauD,-1.258520905,0.010200727,-1.379500499,-1.421359294,-1.874670107,-1.137541312,-0.348453364,0.784326766,0.023118504,0.001671838,0.02512766,0.026479841,0.546039037,0.284478646,0.00828501,0.000638749,0.008546403,0.01185505,0.434492979,0.193613231
PA2625,,PA2625,-1.260177115,0.005934616,-1.013293931,-1.505827902,-1.772567459,-1.752900155,-1.014526329,-0.667853682,0.051029086,8.67E-05,0.011685874,4.25E-05,0.02232989,0.328673825,0.021215849,2.45E-05,0.003447517,8.76E-06,0.008421715,0.232863501
PA0871,phhB,phhB,-1.261878842,0.005948341,-0.818303416,-0.479201467,-1.098040659,-2.017127021,-1.576039664,-1.425717025,0.031217576,0.111219393,0.030238887,1.76E-10,9.02E-07,0.004577845,0.011861364,0.069585317,0.010725306,9.37E-12,6.04E-08,0.001171375
PA1562,acnA,acnA,-1.262422469,0.059549519,-1.913380187,-1.54870025,-0.976144688,-0.195858614,-0.824052813,-1.955284197,0.005472576,0.002454224,0.308428667,0.77853302,0.173681545,0.035933549,0.001551107,0.000974281,0.196597564,0.697082607,0.103635882,0.015463156
PA1423,bdlA,bdlA,-1.264938057,0.011717049,-2.643168593,-2.787582266,-1.171417696,-1.358458417,-0.654852177,-1.078972888,9.99E-09,4.11E-16,0.057396337,0.000333183,0.102364092,0.071703684,4.38E-10,1.42E-17,0.02334937,8.47E-05,0.054523521,0.035449154
